sad, Well the streets are empty where we used to run And the cars are all on fire Yeah we fall like leaves in the garden of Eden Eden Now remember how it felt being in the sun when I heard the ancient choir And the dead of night like an angel singing singing  'Cause time doesn't love you anymore But I-I-I I'm still knocking at your door Honey we can run forever if forever it's what's install Oh time to take me home  On a tree in the garden I carved your name An word is spelled desire! Like an ocean deep with the waters even even And the love pours down like a waterfall and I can't escape the tide Here's my hand baby take it or leave it leave it  'Cause time doesn't love you anymore But I-I-I I'm still knocking at your door Honey we can run forever if forever it's what's install Oh time to take me home-ooh ooh ooh ooh ooh  Now we're too young to recognize Nothing stays the same Promise I won't be the one to blame!  'Cause time doesn't love you anymore But I-I-I I'm still knocking at your door Honey we can run forever if forever it's what's install Oh time doesn't love you like I love you! So take me home-ooh ooh ooh ooh ooh Let me hear you say let me hear you say
sad, And every single year I'm drowning in my tears I'm drowning in my tears again I can't seem to forget the pain I seem to give The pain I seem to give my friend And every single year I'm drowning in my tears I'm drowning in my tears again I can't seem to forget the pain I seem to give The pain I seem to give my friend  Woah oh woah oh Woah oh woah oh Woah oh woah oh Woah oh woah oh Woah oh woah oh  And every single year I'm drowning in my tears I'm drowning in my tears again I can't seem to forget the pain I seem to give The pain I seem to give my friend Woah oh And every single year I'm drowning in my tears I'm drowning in my tears again Woah oh I can't seem to forget the pain I seem to give The pain I seem to give my friend Woah oh woah oh woah oh  And every single year I'm drowning in my tears I'm drowning in my tears again I can't seem to forget the pain I seem to give The pain I seem to give my friend Woah oh
sad, When we were young We were the ones The kings and queens Oh yeah we ruled the world We smoked cigarettes Man no regrets Wish I could relive Every single word  We've taken different paths and traveled different roads I know we'll always end up on the same one when we're old And when you're in the trenches and you're under fire I will cover you  If I was dying on my knees You would be the one to rescue me And if you were drowned at sea I'd give you my lungs so you could breathe  I've got you brother I've got you brother I've got you brother I've got you brother  Oh brother we go deeper than the ink Beneath the skin of our tattoos Though we don't share the same blood You're my brother and I love you that's the truth  We're living different lives heaven only knows If we'll make it back with all our fingers and our toes 5 years 20 years come back we'll always be the same  If I was dying on my knees You would be the one to rescue me And if you were drowned at sea I'd give you my lungs so you could breathe  I've got you brother I've got you brother  And if we hit on troubled water I'll be the one to keep you warm and safe And we'll be carrying each other Until we say goodbye on our dying day  Because I've got you brother I've got you brother I've got you brother I've got you brother  If I was dying on my knees You would be the one to rescue me And if you were drowned at sea I'd give you my lungs so you could breathe  I've got you brother I've got you brother
sad," Time's been ticking hearts are runnin' Think that Cupid's up to somethin' You asked me how I feel I say nothin' But lately color seems so bright And the stars light up the night My feet they feel so light I'm ignoring all the signs  I keep on frontin' Yeah I stay bluffin' I keep you wonderin' keep you huntin' for my lovin' But I crave us huggin' Yeah I stay stubborn 'Cause I can't admit that you got got all the strings And know just how to tug 'em  I think I'm in love again (My head yeah you're in my head) I think I'm in love again (My head yeah you're in my head) I didn't think it could be true Let alone that it would be you I think I'm in love again (I'm in love I'm in love I'm in love)  My heart's pacin' I'm confused I'm dazin' I saw something I never seen in you it's got me shakin' I must be halucinatin' I hear it happens I'm just sayin' Babe I'm just sayin'  Someone give me some paper Someone give me some crayons I'm feeling like a child I need something to play on I'm trying hard to trust you when you say ""give me a hand"" Baby I'm fallin' I hope you catch me when I land  I think I'm in love again (My head yeah you're in my head) I think I'm in love again (My head yeah you're in my head) I didn't think it could be true Let alone that it would be you I think I'm in love again (I'm in love I'm in love I'm in love)  In my dreams you're the dutch and I'm the dutchess And your blunts are always loose so I'm in charge of rollin' dutches And we getting so high we always get the munchies And we go for early brunches that turn into late lunches And we ain't gotta label we're just rollin' with the punches I make fun of your belly and tell you do some crunches And you say ""Yeah well your ass jiggles go and do some lunges"" I say ""Fuck you"" while I'm thinking of you as my husband I think I'm in love  I think I'm in love again (My head yeah you're in my head) Baby I think I'm in love again I think I'm in love again (My head yeah you're in my head) I didn't think it could be true Let alone that it would be you I think I'm in love again (I'm in love I'm in love I'm in love) I think I'm in love again"
sad, I could have beer for breakfast My sanity for lunch Trying to get over how bad I want you so much Innocence for dinner Pour something in my cup Anything and everything just to fill me up  But nothing ever gets me high like this I pick my poison and it's you Nothing could kill me like you do You're going straight to my head And I'm heading straight for the edge I pick my poison and it's you I pick my poison and it's you  I can feel you whisper And laying on the floor And I try to stop but I keep on coming back for more I'm a lightweight and I know it Cause after the first time I was falling Falling now  But nothing ever gets me high like this I pick my poison and it's you Nothing could kill me like you do You're going straight to my head And I'm heading straight for the edge I pick my poison and it's you I pick my poison and it's you  This bittersweet ecstasy that you got me in Falling deep I can't sleep tonight And you make me feel like I'm out of my mind But it's all right it's all right it's all right This bittersweet ecstasy that you got me in Falling deep I can't sleep tonight And you make me feel like I'm out of my mind Oh but it's all right it's all right it's all right  Cause nothing ever gets me high like this I pick my poison and it's you Nothing could kill me like you do You're going straight to my head And I'm heading straight for the edge (I'm heading straight for the edge) I pick my poison and it's you (Oh it's you) I pick my poison and it's you And it's you Yeah yeah yeah  I pick my poison and it's you
sad, Rachel: Hey hey So many things to do and say But I can't seem to find the way But I wanna know how I know I'm meant for something else But first I gotta find myself But I don't know how  Rachel with Finn: Oh why do I reach for the stars When I don't have wings to carry me that far?  I gotta have roots before branches To know who I am Before I know who I wanna be And faith to take chances To live like I see A place in this world for me Ohh hey  Rachel (Finn): Sometimes I don't wanna feel (Sometimes I don't wanna feel) And forget the pain is real (And forget the pain is real) Put my head in the clouds (Ohh ooh) Oh I start to run and then I fall (Start to run and then I fall) Thinking I can't get it all (Thinking I can't get it all) Without my feet on the ground (Ohh ooh)  Rachel with Finn: There's always a seed before there's a rose The more that it rains the more I will grow  I gotta have roots before branches To know who I am Before I know who I wanna be And faith to take chances To live like I see A place in this world for me Ohh ohh  Rachel: Whatever comes I know how to take it Learn to be strong I won't have to fake it Oh you're understandin' Oh but we can come and do what's best There won't be north and south east and west But I'll still be standing I'm standing  Rachel with New Directions: If I have roots before branches To know who I am (To know who I am) Before I know who I'm gonna be And faith ooh to take chances To live like I see A place in this world  I gotta have roots before branches To know who I am Before I know who I wanna be And faith to take chances And live like I see A place in this world for me  Rachel: I gotta have Roots before branches
sad, When you're dreaming with a broken heart  The waking up is the hardest part You roll out of bed and down on your knees And for the moment you can hardly breathe Wondering  Was she really here? Is she standing in my room? No she's not 'Cause she's gone gone gone gone gone  When you're dreaming with a broken heart The giving up is the hardest part She takes you in with her crying eyes Then all at once you have to say goodbye Wondering  Could you stay my love? And will you wake up by my side? No she can't 'Cause she's gone gone gone gone gone  Now do I have to fall asleep with roses in my hand? Do I have to fall asleep with roses in my hand? Do I have to fall asleep with roses in my hand? And would you get them if I did? No you won't 'Cause you're gone gone gone gone gone  When you're dreaming with a broken heart The waking up is the hardest part
sad, You make my heart spin sorrow into silk You make me sleep like a young child with warm milk
sad, Every night in my dreams I see you I feel you That is how I know you Go on  Far across the distance And spaces between us You have come to show you Go on  Near Far Wherever you are I believe that The heart does go on Once more You open the door And you're here in my heart And my heart will go on and on  Love can touch us one time And last for a lifetime And never let go 'Till we're gone  Love was when I loved you One true time I hold to In my life we'll always Go on  Near Far Wherever you are I believe that The heart does go on Once more You open the door And you're here in my heart And my heart will go on and on  You're here There's nothing I fear And I know that My heart will go on We'll stay Forever this way You are safe in my heart And my heart will go on and on
sad, And all I am is a man I want the world in my hands I hate the beach but I stand In California with my toes in the sand  Use the sleeves of my sweater Let's have an adventure Head in the clouds but my gravity's centered Touch my neck and I'll touch yours You in those little high-waisted shorts oh  She knows what I think about And what I think about One love two mouths One love one house No shirt no blouse Just us you find out Nothing that I wouldn't wanna tell you about no  'Cause it's too cold For you here And now So let me hold Both your hands in the holes of my sweater  And if I may just take your breath away I don't mind if there's not much to say Sometimes the silence guides our minds So move to a place so far away  The goosebumps start to race The minute that my left hand meets your waist And then I watched your face Put my finger on your tongue 'Cause you love to taste yeah  These hearts adore Everyone the other beats' heart is for Inside this place is warm Outside it starts to pour  Coming down One love two mouths One love one house No shirt no blouse Just us you find out Nothing that I wouldn't wanna tell you about No no no  'Cause it's too cold For you here And now So let me hold Both your hands in the holes of my sweater  'Cause it's too cold For you here And now So let me hold Both your hands in the holes of my sweater Whoa  Whoa whoa... whoa Whoa whoa... whoa Whoa whoa... Whoa whoa... whoa Whoa whoa...  'Cause it's too cold For you here And now So let me hold Both your hands in the holes of my sweater  It's too cold For you here And now Let me hold Both your hands in the holes of my sweater  It's too cold it's too cold The holes of my sweater
sad, Ended up on a crossroad Try to figure out which way to go It's like you're stuck on a treadmill Running in the same place You got your hazard lights on now Hoping that somebody would slow down Praying for a miracle Who'll show you grace? Had a couple dollars and a quarter tank of gas With a long journey ahead Seen a truck pull over God sent an angel to help you out He gave you direction Showed you how to read a map With a long journey ahead Said it ain't over Oh even in the midst of doubt  Life is worth living Life is worth living so live another day The meaning of forgiveness People make mistakes doesn't mean you have to give in Life is worth living again  Relationship on a ski slope Avalanche comin' down slow Do we have enough time to salvage this love? Feels like a blizzard in April 'Cause my heart is just that cold Skating on thin ice But it's strong enough to hold us up Seen her scream and holler Put us both on blast Tearing each other down When I thought it was over God sent us an angel to help us out He gave us direction showed us how to make it last For that long journey ahead Said it ain't ever over Oh even in the midst of doubt  Life is worth living Life is worth living so live another day The meaning of forgiveness People make mistakes doesn't mean you have to give in Life is worth living again Life is worth living again  What I'd give for my affection Is a different perception From what the world may see They try to crucify me I ain't perfect won't deny My reputation's on the line So I'm working on a better me  Life is worth living Life is worth living so live another day The meaning of forgiveness People make mistakes Only God can judge me Life is worth living again Another day Life is worth living again
sad, What goes around comes back around  Hey my baby What goes around comes back around Hey my baby I say what goes around comes back around Hey my baby What goes around comes back around  There was a time I thought that you did everything right No lies no wrong Boy I must've been outta my mind  So when I think of the time that I Almost loved you You showed your ass and I I saw the real you Thank God you blew it I thank God I dodged a bullet I'm so over you So baby good luck getting out  I wanted you bad I'm so through with it 'Cause honestly you turned out to be the (Best thing I never had) You turned out to be the (Best thing I never had) And I'm gon' always be the (Best thing you've never had) Oh yeah I bet it sucks to be you right now  So sad you're hurt Boo hoo oh did you expect me to care? You don't deserve my tears I guess that's why they ain't there When I think that there was a time That I almost loved you You showed your ass And baby yes I saw the real you  Thank God you blew it I thank God I dodged a bullet I'm so over you Baby good luck getting out  I wanted you bad I'm so through with it 'Cause honestly you turned out to be the (Best thing I never had) Said you turned out to be the (Best thing I never had) Hmm and I'll never be the (Best thing you've never had) Oh baby I bet Sucks to be you right now  I know you want me back It's time to face the facts That I'm the one who's got away Lord knows that it would take Another place another time Another world another life Thank God I found the good in goodbye  I used to want you so bad So through with that 'Cause honestly you turned out to be the (Best thing I never had) Oh you turned out to be the (Best thing I never had) And I will always be the (Best thing you never had) (Best thing you never had) Ooh best thing you never had  I used to want you so bad I'm so through with that 'Cause honestly you turned out to be the (Best thing I never had) Oh you turned out to be the (Best thing I never had) Oh I will never be the (Best thing you never had) Oh baby I bet it sucks to be you right now  What goes around comes back around What goes around comes back around (I bet it sucks to be you right now)  What goes around comes back around (I bet it sucks to be you right now) What goes around comes back around (I bet it sucks to be you right now)
sad, Unfortunately we are not licensed to display the full lyrics for this song at the moment. Hopefully we will be able to in the future. Until then... how about a random page?
sad," (MANNIE FRESH: Talking) (Lil Wayne) Look'a here... (Umm-hmm...) This how we gon' do this... Hook up the turntables Wolfe get on the keyboard... And we gon' run it ya heard...  (Mannie baby & wayne) (**Talking**)  (GIRL) Cash Money... Cash Money... Cash Money... Cash Money...  (LIL' WAYNE and BABY: Verse 1) (Lil' wayne) Now let me slide in the Benz with the fished out fins Hit the mall with my girlfriends dish out ends. Cause you know it ain't trickin' if you got it Cop baby girl what she desire it's chump change mama. Marijuana Scholar... Knowin' what I got up in my styrofoam cup? That purple stuff. It was givin' to me at birth to stunt. So that's why I cop the Bentley with the leather and the fur in the guts.  (BABY of Big Tymers) (Ay Ay Ay..) Hold on mami! Them whips on dubs. Cadillac truck twenty-eights no rubs. Slide in the Benz fins bubble-eye lens Car show in New York Y'all know who wins! It's the birdman daddy with the Gucci and Prada Slant-back cut truck. No rims? Can't holla. It's that Louie/Fendi on Ostrich streets It's the tailer-made daddy Mami do you love me?  (TQ: Hook (Mannie Fresh)) Baby I'ma a stunna... (Oh! Oh! Oh!) I ain't gon' change it... (I told y'all...) Don't - you - know It's a way of liffeee... (I told y'all...) Mama do you want it? 'Cause I'm about to break it (I told y'all...) Ooh baby... Can't stop the stuntin' No no... (Bring back that beat...)  (BABY and LIL' WAYNE: Verse 2) (BABY of Big Tymers) Pop one pop two... Them new Nike shoes Royal blue Jag on them twenty-two's. Flip white to green 500 Degreez In that Cadillac truck on them twenty-three's. I'm the boss of the game with the money and fame All these naked women that pop champagne. And these marble floors stay high as Rick James If you know my name then you know my game.  (Lil' wayne) It's lil' whodi from the hot block with ser'ous flow Gotta get dough cause y'all won't feel me bro. But y'all don't here me tho... Till I'm rollin' down my window and my grill-ie show. And you know I'm prolly pumpin' through the hood on the twenty-fo's Word! Rims pokin' out the side of the 'ERV Glock have ya ribs pokin' out the side of ya shirt. I'm a seventeenth nigga and I ride for the turf. Whoo!  (TQ: Hook (Mannie Fresh)) Baby I'ma a stunna... (I told y'all...) I ain't gon' change it... Don't - you - know It's a way of liffeee... (I told y'all...) Mama do you want it? 'Cause I'm about to break it Ooh baby... Can't stop the stuntin' No no...  (LIL' WAYNE and BABY: Verse 3) (LIL' WAYNE) Ay... And my pinky glow... Cause my ring is so... Blingy-blingy yo... Stop blinkin' though... We smoke - stinky stinky dro And we don't cop them ency-wency O's And we don't stop. Nah! We blow fuck the peo-ple! Everywhere we go we smell like E-yo. The birdman my paw so that make me go... ""Flly like an eagle!"" Fo' sheezo!  (BABY (Lil Wayne)) They think 'cause I stay at English Turn That Stunna don't have a O - Z to burn (Light it up!) I go in each sto' and ball like a dog Me and my nig's we ball like a dog. Cars on the streets all on our lawn. Ice in my teeths all on my arm. Tat's in my face my back and my arm. (What?)  (Lil' wayne) Tat's in MY face my back and my arm.  (TQ: Hook) Baby I'ma a stunna... I ain't gon' change it... Don't - you - know It's a way of liffeee... Mama do you want it? 'Cause I'm about to break it Ooh baby... Can't stop the stuntin' No no...  (MANNIE FRESH: Talking) Yep!... There it is!.. ya' lil' low-life... See I'm a pro - fessional. You a rookie. Fuckin' game so serious... I could sell a hooker some pussy... Now that's some serious shit... Oh yeah! Bel'ieve that! Who we rollin' wit? We rollin' wit Cash Money! Oh I forgot about ""peace""! PEEACE! I mean... ""Piece"" of pussy ""Piece"" of land ""Piece"" of property... It's just a mind game..."
sad, Stop messing with my insides I'm out of control I always end up feeling I'm digging my hole  You always came a-knocking Shouting your rights You've taken it all Now it's my turn to fight  We always played this game Overshadowed my mind No more these crazy ways You're finished this time  Tough luck - you did all for nothing Keep your hate inside Tough luck - you did all the running A mean destructive mind  How does it feel to be lonely And screaming for help I know you're so restless Not a slip of your mask  A world without fear I'm thankfully free Now nothing to stop For me being me  My turn to play the game I'm free in my mind You've had your freedom-days But now I've got mine
sad, This is the starting of my greatest fear I'm all packed up getting out of here But then you call and tell me not to go That I'm the one who put the rock 'n' roll In your life  This is the starting of a brand new day Never liked this town much anyway I need this city like I need the rain I know that somewhere there's a north bound train  Oh I'll make it without you Make it without you Though my body's laying here It's my mouth that must be lying now  This is the starting of my fall from grace My self esteem oh it's seen better days But you know I'll never let this go to waste I'll keep this memory on the map I trace Back to home  Friends go out but I've been staying in I know I should but that's the way it's been I never cared much for the taste of gin Still don't now oh but it's been helping  Oh I'll make it without you In my life Oh I'll make it without you Though my body's laying here It's my mouth that must be lying now It's my mouth that must be lying now  Oh I... Oh I'll make it without you Oh I... Oh I'll make it without you Oh I... Oh I'll make it without you  Though my body's laying here It's my mouth that must be lying now
sad, Oh no did I get too close Oh did I almost see What's really on the inside  All your insecurities All the dirty laundry Never made me blink one time  Unconditional Unconditionally I will love you  Unconditionally  There is no fear now Let go and just be free I will love you Unconditionally  Come just as you are to me Don't need apologies Know that you are all worthy  I'll take your bad days with your good Walk through the storm I would I do it all because I love you I love you  Unconditional Unconditionally I will love you  Unconditionally  There is no fear now Let go and just be free I will love you Unconditionally  So open up your heart and just let it begin Open up your heart and just let it begin Open up your heart and just let it begin Open up your heart  Acceptance is the key to be To be truly free Will you do the same for me  Unconditional Unconditionally I will love you  Unconditionally yeah  There is no fear now Let go and just be free 'Cause I will love you Unconditionally oh yeah  I will love you Unconditionally I will love you I will love you  Unconditionally
sad, Hello? What you doin'? Laying in a bikini You straight? Yeah I'm okay. What are you doing? I'm in the studio  Ooh ah love yourself Take no chances fuck that nigga I say ooh ah Ooh ah love yourself Take no chances fuck that nigga I say ooh ah  Stop lying No
sad, There isn't nothing I saw a something I saw a flicker of all that you were And the words did not say what your face did say  You are a tiger always a tiger You found stillness of old from somewhere And the silence did cover your eyes that night  I want to tell it's already tomorrow tomorrow.   Call it an ending call it a nothing It's done and it's done for now. love It drifted away away like a piece of cloud.   I want to tell you it's already tomorrow tomorrow.  I want to tell you there isn't nothing there isn't nothing
sad," Love ridden I've looked at you With the focus I gave to my birthday candles I've wished on the lidded blue flames Under your brow And baby I wished for you Nobody sees when you are lying in your bed And I wanna crawl in with you But I cry instead I want your warm but it will only make Me colder when it's over So I can't tonight baby  No not ""baby"" anymore - if I need you I'll just use your simple name Only kisses on the cheek from now on And in a little while we'll only have to wave  My hand won't hold you down no more The path is clear to follow through I stood too long in the way to the door And now I'm giving up on you  No not ""baby"" anymore - if I need you I'll just use your simple name Only kisses on the cheek from now on And in a little while we'll only have to wave  No not ""baby"" anymore - if I need you I'll just use your simple name Only kisses on the cheek from now on And in a little while we'll only have to wave"
